COD_ACIDENTE;MOTOCICLETA;AUTOMOVEL;MICROONIBUS;CAMINHAO;ONIBUS;CICLOMOTOR;BICICLETA;OUTROS;TREM;TRACAOANIMAL
UYE1033;1;1;0;0;0;0;0;0;0;0;
JQQ6837;1;1;0;0;0;0;0;0;0;0;
JQQ6837;1;1;0;0;0;0;0;0;0;0;
ZMD2243;1;1;0;0;0;0;0;0;0;0;
FRG8373;1;0;0;0;0;0;0;1;0;0;
RMW3205;1;1;0;0;0;0;0;0;0;0;
KAZ6706;0;0;0;1;0;0;0;0;0;0;
DBE2844;0;1;0;0;0;0;0;0;0;0;
VAL8182;0;2;0;0;0;0;0;0;0;0;
TSW8179;1;1;0;0;0;0;0;0;0;0;
TIU6025;1;1;0;0;0;0;0;0;0;0;
QHZ6413;1;1;0;0;0;0;0;0;0;0;
EXR3192;0;2;0;0;0;0;0;0;0;0;
MVM3180;0;2;0;0;0;0;0;0;0;0;
LVQ8323;0;2;0;0;0;0;0;0;0;0;
XVG6019;0;2;0;0;0;0;0;0;0;0;
IWD4177;0;2;0;0;0;0;0;0;0;0;
PRZ5641;1;0;0;0;0;0;0;0;0;0;
FPG8738;0;1;0;0;0;0;1;0;0;0;
TOI3914;0;0;0;0;1;0;0;0;0;0;
ZHS5496;1;0;0;0;0;0;0;0;0;0;
FPG8738;0;1;0;0;1;0;0;0;0;0;
UEJ4577;0;2;0;0;0;0;0;0;0;0;
ANY9283;1;1;0;0;0;0;0;0;0;0;
CMB7364;0;1;0;0;0;0;0;0;0;0;
MAF0356;0;4;0;0;0;0;0;0;0;0;
JZI1695;1;1;0;0;0;0;0;0;0;0;
EHD6053;1;1;0;0;0;0;0;0;0;0;
PRK3592;1;1;0;0;0;0;0;0;0;0;
LGP3802;0;2;0;0;0;0;0;0;0;0;
YWH2228;1;1;0;0;0;0;0;0;0;0;
OKJ5586;2;0;0;0;0;0;0;0;0;0;
CIM3273;0;1;0;1;0;0;0;0;0;0;
OKK8827;0;1;0;0;0;0;1;0;0;0;
LSL3796;1;1;0;0;0;0;0;0;0;0;
ZRC2702;1;1;0;0;0;0;0;0;0;0;
EJT2475;0;2;0;0;0;0;0;0;0;0;
EZW8023;2;0;0;0;0;0;0;0;0;0;
QDY1900;1;1;0;0;0;0;0;0;0;0;
XHH7136;1;1;0;0;0;0;0;0;0;0;
QKB7710;0;3;0;0;0;0;0;0;0;0;
FBB5476;0;2;0;0;0;0;0;0;0;0;
RGW5132;0;1;0;0;0;0;0;0;0;0;
VKY5805;1;1;0;0;0;0;0;0;0;0;
VAA3085;1;1;0;0;0;0;0;0;0;0;
IJZ3051;0;1;0;0;0;0;0;0;0;0;
RRJ0049;0;1;0;0;0;0;1;0;0;0;
CSZ1805;0;0;0;0;0;0;0;1;0;0;
EHP3198;1;0;0;0;0;0;0;0;0;0;
EHP3198;0;0;0;0;0;0;0;1;0;0;
EHP3198;1;0;0;0;0;0;0;0;0;0;
LVU8513;1;1;0;0;0;0;0;0;0;0;
LDK8230;1;0;0;0;0;0;0;0;0;0;
LDK8230;0;0;0;0;0;0;0;1;0;0;
LDK8230;2;0;0;0;0;0;0;0;0;0;
LDK8230;1;0;0;0;0;0;0;0;0;0;
FYY7678;1;0;0;0;0;0;0;0;0;0;
FYY7678;1;0;0;0;1;0;0;0;0;0;
OHJ9938;0;0;0;0;0;0;0;1;0;0;
OHJ9938;0;1;0;0;0;0;0;0;0;0;
AHR6636;0;0;0;0;0;0;0;1;0;0;
AHR6636;0;0;0;0;0;0;0;1;0;0;
JTL8890;0;1;0;1;0;0;0;0;0;0;
EGM0117;2;1;0;0;0;0;0;0;0;0;
TOK8170;2;0;0;0;0;0;0;0;0;0;
XHR8752;1;1;0;0;0;0;0;0;0;0;
QIM9289;1;0;0;0;0;0;0;0;0;0;
SQS0548;1;0;0;0;0;0;0;0;0;0;
WED6004;0;1;0;0;0;0;0;0;0;0;
XLF3164;1;1;0;0;0;0;0;0;0;0;
XLF3164;0;1;0;0;0;0;0;0;0;0;
XLF3164;1;0;0;0;1;0;0;0;0;0;
XLF3164;0;1;0;0;0;0;0;0;0;0;
HRB3876;2;0;0;0;0;0;0;0;0;0;
IXN3943;1;0;0;0;0;0;0;0;0;0;
JVP8360;1;1;0;0;0;0;0;0;0;0;
WFZ7522;1;0;0;0;0;0;0;0;0;0;
RJQ8710;1;0;0;0;0;0;0;0;0;0;
RJQ8710;0;1;0;0;0;0;0;0;0;0;
JZQ1835;0;1;0;0;0;0;0;0;0;0;
JZQ1835;1;0;0;0;0;0;0;0;0;0;
BOG6034;1;0;0;0;0;0;0;0;0;0;
QMG0604;1;0;0;0;0;0;0;0;0;0;
QMG0604;0;1;0;0;0;0;0;0;0;0;
HMU4651;1;0;0;0;0;0;0;0;0;0;
HMU4651;0;1;0;0;0;0;0;0;0;0;
HMU4651;1;0;0;0;0;0;0;0;0;0;
OZG4505;1;0;0;0;0;0;0;0;0;0;
OZG4505;1;0;0;0;0;0;1;0;0;0;
