COD_ACIDENTE;DATA;LOG1;LOG2;NUMERO;BAIRRO;AMC;NATUREZA;ILUMINACAO;TEMPO;SUPERFICIEPISTA;TIPOCRUZAMENTO;CONTROLETRAFEGO;USOSOLO;COORDENADAS
LUL6778;2022-03-22 21:30:00;Avenida Visconde do Rio Branco;RUA CEL ALVES TEIXEIRA;;JOAQUIM TVORA;970263;Atropelamento;Via Iluminada;Não informado;Molhada;Cruz;Pare;Longo da via;(-38.522174 -3.7453551);
RJG8195;2022-03-09 00:30:00;AV BR DE STUDART;RUA PDE VALDEVINO;;DIONISIO TORRES;970150;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.5088357 -3.7416713);
NNB6728;2022-03-22 16:00:00;Avenida Almirante Maximiniano da Fonseca;;;ENGENHEIRO LUCIANO CAVALCANTE;970332;Colisão Frontal;Luz do Dia;Bom;Molhada;Y;Não há Controle;Longo da via;(-38.48659709296432 -3.770978277331309);
NDO6787;2022-03-08 10:00:00;AV DOM LUIS;RUA DELMIRO GOUVEIA;;ALDEOTA;970128;Colisão Transversal;Luz do Dia;Nublado;Molhada;Cruz;Pare;Cruzamento;(-38.48809913400049 -3.735959533154699);
EUE0804;2022-03-23 17:30:00;Rua Monsenhor Salazar;;;SAO JOAO DO TAUAPE;969091;Queda;Luz do Dia;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.52087036327531 -3.756803938035853);
ODF1927;2022-03-23 19:45:00;Rua Rio Grande do Sul;RUA RIO GRANDE DO NORTE;;DEMOCRITO ROCHA;969481;Colisão Transversal;Não informado;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.56756762386664 -3.758677447768328);
PUP4499;2022-03-23 16:40:00;Rua Demétrio Menezes;;;ANTONIO BEZERRA;969797;Choque c/ Obstáculo Fixo;Luz do Dia;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.58419730075811 -3.73438039136055);
GXK6710;2022-03-09 01:00:00;Avenida José Jatahy;;;FARIAS BRITO;969695;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.54477420532447 -3.732014349864446);
UOY7607;2022-03-08 11:00:00;Avenida Engenheiro Santana Júnior;;;COCO;969685;Engavetamento;Luz do Dia;Bom;Seca;Outros;Não há Controle;Longo da via;(-38.49017517034623 -3.749202800160673);
DUY2582;2022-03-08 19:30:00;Rua Almeida Prado;RUA JOSE RANGEL;;PAPICU;969647;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Não há Controle;Cruzamento;(-38.4733212 -3.7379784);
DBA0562;2022-03-07 08:15:00;Rua 15 de Novembro;RUA ANTONIO FIUZA;;MONTESE;970204;Colisão Transversal;Luz do Dia;Nublado;Molhada;Cruz;Semáforo;Cruzamento;(-38.5522549 -3.7702479);
MYV0597;2022-03-23 11:00:00;Avenida Dioguinho;;;PRAIA DO FUTURO II;969957;Colisão Lateral;Luz do Dia;Nublado;Seca;Meio de quadra;Outros;Longo da via;(-38.4473673 -3.753054);
EFG8163;2022-03-07 16:00:00;Avenida Frei Cirilo;RUA PAULO SETUBAL;;MESSEJANA;970172;Colisão Transversal;Luz do Dia;Bom;Seca;Duplo T;Semáforo;Cruzamento;(-38.49607049999999 -3.820461299999999);
BCT9444;2022-03-23 12:00:00;Avenida Imperador;RUA PEDRO I;;CENTRO;970207;Atropelamento;Luz do Dia;Chuva;Molhada;Cruz;Semáforo;Longo da via;(-38.5350737 -3.7291596);
CYA6356;2022-03-23 17:20:00;Avenida Dom Luís;;;ALDEOTA;970301;Colisão Lateral;Luz do Dia;Nublado;Molhada;Meio de quadra;Semáforo;Longo da via;(-38.49204197843746 -3.735012048419155);
KRT2863;2022-03-07 15:30:00;Avenida Castelo de Castro;AV CONTORNO SUL D71;;JANGURUSSU;970086;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Não informado;Cruzamento;(-38.521779 -3.8388154);
RHA0290;2022-03-24 18:30:00;Avenida Deputado Paulino Rocha;;;CAJAZEIRAS;968302;Colisão Traseira;Não informado;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.50775972514136 -3.8025057170924);
PWM5874;2022-03-24 22:00:00;Avenida Alberto Craveiro;;;DIAS MACEDO;968759;Colisão Lateral;Via Iluminada;Bom;Seca;T;Não há Controle;Longo da via;(-38.51719044358414 -3.791254460394198);
MZL7478;2022-03-24 22:30:00;Rua Sabiaguaba;;;SABIAGUABA;968850;Colisão Frontal;Anoitecer;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.4423847 -3.7886707);
RUT6727;2022-03-07 23:30:00;Avenida Coronel Carvalho;;;BARRA DO CEARA;969981;Colisão Traseira;Anoitecer;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.5896794 -3.7101738);
BIC0614;2022-03-07 23:50:00;Avenida Monsenhor Tabosa;;;PRAIA DE IRACEMA;969843;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.5151579 -3.7239755);
ICO6101;2022-03-24 14:00:00;Avenida Filomeno Gomes;;;JACARECANGA;969516;Colisão Transversal;Luz do Dia;Bom;Seca;Com via férrea;Cancela;Longo da via;(-38.5414322 -3.7200583);
GKP0619;2022-03-08 00:00:00;Rua Tereza Hinko;AV BEIRA MAR;;MEIRELES;969735;Outros;Via Iluminada;Bom;Seca;T;Pare;Cruzamento;(-38.4842429 -3.7232108);
UZJ4069;2022-03-07 09:50:00;Avenida Duque de Caxias;;;CENTRO;969657;Colisão Lateral;Luz do Dia;Nublado;Molhada;Não informado;Não há Controle;Longo da via;(-38.5432187 -3.7276032);
WGU8766;2022-03-24 15:00:00;Rua Carapinima;RUA PDE FRANCISCO PINTO;;BENFICA;970092;Colisão Traseira;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.54221538472702 -3.741922775171976);
GBL7571;2022-03-07 23:00:00;RUA PORTO VELHO;;;HENRIQUE JORGE;969547;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.58714 -3.76591);
RVN8401;2022-03-07 03:30:00;Rua Mario Mamede;;;FATIMA;969326;Choque c/ Obstáculo Fixo;Via Iluminada;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.52894381334845 -3.751424266309309);
CJL7890;2022-03-24 18:30:00;Rua Anselmo Nogueira;;;BONSUCESSO;970093;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.58822062554022 -3.784804458889305);
MDL0548;2022-03-25 06:30:00;Avenida Domingos Olímpio;RUA JUSTINIANO DE SERPA;;FARIAS BRITO;969612;Choque c/ Obstáculo Fixo;Via Iluminada;Chuva;Molhada;Meio de quadra;Semáforo;Longo da via;(-38.54226365674819 -3.732977896944536);
ZWR2770;2022-03-25 23:00:00;Rua Silva Paulet;;;ALDEOTA;969762;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.50874141669033 -3.744733086111669);
EBY6295;2022-03-07 23:30:00;Avenida Treze de Maio;;;BENFICA;969299;Colisão Transversal;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5374927 -3.742407);
DRA2749;2022-03-07 17:11:00;Avenida Duque de Caxias;;;CENTRO;969024;Colisão Frontal;Luz do Dia;Bom;Seca;Não informado;Não há Controle;Longo da via;(-38.5427886 -3.7276901);
VID0829;2022-03-25 15:15:00;Avenida Visconde do Rio Branco;;;JOAQUIM TVORA;970259;Queda;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5230590845369 -3.741103768572763);
BTQ8749;2022-03-25 19:15:00;Avenida Padre Antônio Tomás;AV DES MOREIRA;;ALDEOTA;970262;Atropelamento;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.49971310044246 -3.740193760342495);
ZKO5990;2022-03-25 11:20:00;Avenida César Cals;;;CAIS DO PORTO;970290;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.46434548345811 -3.721158313121216);
RQB5687;2022-03-26 11:30:00;Rua Pastor Samuel Munguba;RUA TIRADENTES;;PARQUE ARAXA;966819;Colisão Lateral;Luz do Dia;Bom;Seca;T;Pare;Longo da via;(-38.54639962469123 -3.744449378940399);
HCJ6207;2022-03-26 15:55:00;Avenida Sargento Hermínio Sampaio;RUA VIANA DE CARVALHO;;MANOEL SATIRO;967968;Colisão Traseira;Luz do Dia;Nublado;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.5547316 -3.725297299999999);
FNL6776;2022-03-06 13:42:00;RUA NOSSA SENHORA 05;RUA URUCUTUBA;;GRANJA LISBOA;970149;Colisão Transversal;Luz do Dia;Nublado;Seca;T;Pare;Cruzamento;(-38.6157921 -3.7986679);
JJQ0675;2022-03-06 16:40:00;AV SGT HERMINIO;RUA CEL MOZART GONDIM;;MONTE CASTELO;969661;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.56130197187893 -3.726580995164274);
HVA4239;2022-03-06 22:00:00;Avenida Antônio Sales;RUA NOGUEIRA ACIOLI;;JOAQUIM TVORA;969649;Colisão Lateral;Via Iluminada;Chuva;Molhada;Cruz;Semáforo;Cruzamento;(-38.5203181 -3.739861);
ZJO8540;2022-03-06 22:20:00;Rua Bom Jesus;RUA TRES CORACOES;;BOM JARDIM;969648;Colisão Lateral;Via Iluminada;Chuva;Molhada;Cruz;Pare;Cruzamento;(-38.6112152 -3.7911945);
CVL7504;2022-03-06 09:00:00;Rua Vereadora Zélia Correia de Souza;RUA OLIMPIO NORONHA;;ITAPERI;968839;Choque c/ Obstáculo Fixo;Luz do Dia;Chuva;Molhada;T;Pare;Cruzamento;(-38.55779360636237 -3.814447304156794);
XOM1577;2022-03-26 13:20:00;Rua Monte Líbano;;;MONDUBIM;969580;Colisão Frontal;Luz do Dia;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.56256261316545 -3.825521626344054);
AYJ3007;2022-03-05 15:30:00;Rua Gomes Brasil;;;PARANGABA;970186;Colisão Lateral;Luz do Dia;Nublado;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5686123 -3.7723139);
JYK5890;2022-03-05 19:09:00;Rua Ceará;;;DEMOCRITO ROCHA;970142;Colisão Transversal;Luz do Dia;Bom;Seca;Duplo T;Pare;Longo da via;(-38.5615528 -3.7617864);
ZLX1356;2022-03-26 11:10:00;Avenida Treze de Maio;;;JOAQUIM TVORA;969822;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.5214872739291 -3.753618962259811);
JQQ3917;2022-03-28 12:35:00;Avenida Dioguinho;AV SANTOS DUMONT;;PRAIA DO FUTURO I;970291;Colisão Transversal;Luz do Dia;Bom;Seca;T;Semáforo;Longo da via;(-38.45057503105506 -3.746777916210975);
LAD2520;2022-03-05 17:30:00;Avenida Santos Dumont;RUA ANTONIO AUGUSTO;;ALDEOTA;970141;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5137408 -3.7312204);
GDL9552;2022-03-05 13:30:00;Rua Érico Mota;;;PARQUELANDIA;970074;Atropelamento;Não informado;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.56226757556912 -3.738898335231993);
OQI3390;2022-03-27 05:50:00;Avenida Presidente Juscelino Kubitschek;;;PASSARE;969613;Choque c/ Obstáculo Fixo;Via Iluminada;Nublado;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.53730694879798 -3.823798130786415);
DWZ8949;2022-03-27 22:00:00;Avenida Dioguinho;;;PRAIA DO FUTURO II;970011;Outros;Via Iluminada;Nublado;Molhada;Meio de quadra;Outros;Longo da via;(-38.4473673 -3.753054);
ZGX5933;2022-03-05 13:10:00;Avenida Senador Virgílio Távora;;;MEIRELES;969508;Choque c/ Obstáculo Fixo;Luz do Dia;Nublado;Seca;Não informado;Não há Controle;Longo da via;(-38.49086717393846 -3.729632242824935);
AWC0540;2022-03-04 06:30:00;Avenida Bezerra de Menezes;;;FARIAS BRITO;969149;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.54658202100326 -3.73183234640841);
HMX5951;2022-03-28 14:00:00;Rua Pereira Filgueiras;RUA NOGUEIRA ACIOLI;;CENTRO;968966;Colisão Transversal;Luz do Dia;Chuva;Molhada;Cruz;Pare;Longo da via;(-38.51599946865474 -3.727362543819291);
THP8127;2022-03-04 11:00:00;AV PROF GOMES DE MATOS;RUA ROMEU MARTINS;;MONTESE;970148;Colisão Transversal;Luz do Dia;Nublado;Molhada;Cruz;Pare;Cruzamento;(-38.5510349 -3.7674343);
DMD8327;2022-03-04 10:50:00;Rua Barão de Aratanha;RUA JOAQUIM MAGALHAES;;JOSE BONIFACIO;970147;Colisão Transversal;Luz do Dia;Chuva;Molhada;Cruz;Pare;Cruzamento;(-38.52866789999999 -3.739704);
AQW6808;2022-03-29 01:40:00;Rua Morada Nova;RUA DOM LUSTOSA;;JANGURUSSU;969899;Colisão Frontal;Via Iluminada;Bom;Seca;Cruz;Outros;Longo da via;(-38.5119315 -3.8472759);
WLL9222;2022-03-04 17:10:00;AV PONTES VIEIRA;RUA CAP MELO;;SAO JOAO DO TAUAPE;970139;Colisão Traseira;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.5138093 -3.7527264);
LQK2711;2022-03-05 01:00:00;RUA DOUTORA WANDA SIDOU;RUA FRANCISCO JOSE A PEREIRA;;CAJAZEIRAS;968778;Colisão Transversal;Mal Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5074427 -3.8116713);
KMB4444;2022-03-04 10:45:00;Avenida José Bastos;;;PARANGABA;968407;Colisão Lateral;Luz do Dia;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.5590403 -3.7571313);
UBI4110;2022-03-28 11:00:00;Rua Senador Alencar;RUA PRC ISABEL;;CENTRO;971083;Colisão Transversal;Luz do Dia;Chuva;Molhada;Cruz;Pare;Longo da via;(-38.53423848972142 -3.722887365415506);
CPL8214;2022-03-28 15:10:00;Rua 15 de Novembro;RUA CESAR ROSSAS;;MONTESE;970322;Colisão Traseira;Luz do Dia;Nublado;Molhada;Cruz;Semáforo;Longo da via;(-38.55491295422786 -3.769302848196399);
QVK7265;2022-03-04 22:00:00;Avenida Bezerra de Menezes;RUA ERICO MOTA;;PARQUELANDIA;967013;Colisão Transversal;Via Iluminada;Bom;Não informado;Cruz;Semáforo;Cruzamento;(-38.56293813181067 -3.735541997634598);
CPL8214;2022-03-28 10:30:00;Rua Caririaçu;;;CARLITO PAMPLONA;970339;Colisão Transversal;Luz do Dia;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.5489852748853 -3.721367084321437);
XQF3690;2022-03-03 13:00:00;Rua Carapinima;;;BENFICA;970125;Engavetamento;Luz do Dia;Bom;Seca;Outros;Não informado;Longo da via;(-38.54226902679613 -3.741944187098927);
IKR8730;2022-03-03 10:00:00;Avenida Bernardo Manuel;;;ITAPERI;970124;Colisão Lateral;Luz do Dia;Bom;Seca;Outros;Não há Controle;Longo da via;(-38.55418340252437 -3.808147348122504);
OWY9741;2022-03-03 18:51:00;Rua Antenor Rocha Alexandre;RUA NUBIA BARROCAS;;PARQUE MANIBURA;970085;Colisão Transversal;Anoitecer;Bom;Seca;Cruz;Pare;Cruzamento;(-38.481992 -3.7920813);
RSY6597;2022-03-03 17:00:00;Rua Paula Ney;;;VARJOTA;970084;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.4899499 -3.7423408);
OZK7589;2022-03-03 15:30:00;Rua Equador;RUA CARACAS;;PARANGABA;969824;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Não informado;Cruzamento;(-38.5549908 -3.781521199999999);
UHH6408;2022-03-29 15:00:00;Rua Chico França;RUA ANGELICA GURGEL;;MESSEJANA;970350;Colisão Transversal;Luz do Dia;Chuva;Molhada;Cruz;Pare;Longo da via;(-38.4990883 -3.8347682);
IQH5385;2022-03-03 11:00:00;Rua Padre Pedro de Alencar;;;MESSEJANA;969507;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.49472955398158 -3.847428986198684);
BSW9698;2022-03-02 10:30:00;RUA ATUALPA BARBOSA LIMA;RUA ANTONIO AUGUSTO;;PRAIA DE IRACEMA;970134;Colisão Transversal;Luz do Dia;Bom;Seca;T;Pare;Cruzamento;(-38.5111879 -3.7232432);
WPF7859;2022-03-29 05:50:00;Avenida Almirante Henrique Sabóia;;;DIONISIO TORRES;970356;Choque c/ Obstáculo Fixo;Via Iluminada;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.48817419222134 -3.740969943892282);
VNU9665;2022-03-02 16:00:00;Avenida Presidente Costa e Silva;;;MONDUBIM;969248;Colisão Traseira;Luz do Dia;Bom;Seca;Duplo T;Não há Controle;Longo da via;(-38.56647864466081 -3.817107509620673);
VOA5774;2022-03-30 15:00:00;Rua Coronel Matos Dourado;;;DOM LUSTOSA;960550;Colisão Lateral;Luz do Dia;Bom;Seca;Não informado;Não há Controle;Longo da via;(-38.58493223846084 -3.74604991441967);
BIS6296;2022-03-02 13:30:00;AV DOMINGOS OLIMPIO;RUA COS TRISTAO;;JOSE BONIFACIO;968884;Queda;Luz do Dia;Chuva;Molhada;T;Pare;Cruzamento;(-38.52638100000001 -3.7381137);
VUM1118;2022-03-02 12:00:00;AV DR SILAS MUNGUBA;;;PASSARE;968846;Colisão Traseira;Luz do Dia;Nublado;Seca;Meio de quadra;Semáforo;Longo da via;(-38.52896526234117 -3.802703763589101);
HLP8432;2022-03-02 10:05:00;RUA 09;RUA 03 UI 508;;JARDIM IRACEMA;968843;Colisão Traseira;Luz do Dia;Bom;Seca;Cruz;Não há Controle;Cruzamento;(-38.56424164574814 -3.801510131311716);
MBK2258;2022-03-02 16:30:00;RUA FRANCISCO PINTO;RUA JOAO GENTIL;;BENFICA;965281;Colisão Frontal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5388008 -3.744606499999999);
ELZ7666;2022-03-30 10:30:00;Avenida Domingos Olímpio;;;CENTRO;969265;Colisão Traseira;Luz do Dia;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.53300467896987 -3.735922062026392);
TKT0690;2022-03-01 11:30:00;Avenida Presidente Castelo Branco;;;JACARECANGA;970105;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.5325122 -3.7193227);
XRV5292;2022-03-01 09:00:00;Avenida C;;;CONJUNTO CEARA I;970104;Choque c/ Obstáculo Fixo;Não informado;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.61110038974875 -3.765797166220511);
GQR4443;2022-03-30 16:10:00;Avenida Eduardo Girão;;;FATIMA;969482;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.53559570202682 -3.751306501980503);
ZUA6564;2022-03-02 00:20:00;Rua Deputado Matoso Filho;;;ANTONIO BEZERRA;970040;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.58946517662217 -3.732019702906697);
MCY5898;2022-03-30 08:45:00;Avenida Professor Gomes de Matos;RUA ALVARO FERNANDES;;MONTESE;970154;Colisão Lateral;Amanhecer;Nublado;Molhada;Duplo T;Não há Controle;Longo da via;(-38.5487233 -3.7647832);
RSG4428;2022-03-02 01:48:00;Rua Cônego de Castro;;;PARQUE SAO JOSE;969991;Queda;Mal Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.59148756644181 -3.804662815672387);
GTK0550;2022-03-01 15:00:00;AV BORGES DE MELO;;;AEROLANDIA;969518;Colisão Traseira;Luz do Dia;Bom;Seca;Outros;Semáforo;Longo da via;(-38.51795748498888 -3.761675054968244);
WFA2419;2022-03-01 18:30:00;AV AMERICO BARREIRA;RUA TABULEIRO DO NORTE;;PAN AMERICANO;969517;Colisão Traseira;Não informado;Bom;Não informado;T;Não informado;Cruzamento;(-38.5608957 -3.7587674);
TMP4736;2022-03-01 13:30:00;Rua Pereira Filgueiras;RUA SILVA PAULET;;ALDEOTA;967371;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5043322 -3.7311426);
SMM1739;2022-03-01 04:00:00;Rua Oscar França;;;BOM JARDIM;966265;Não informado;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.61361042381628 -3.78738981796228);
QLF8196;2022-03-01 08:40:00;Rua Luiza Miranda Coelho;AV PINTO BANDEIRA D56;;ENGENHEIRO LUCIANO CAVALCANTE;966055;Colisão Transversal;Luz do Dia;Nublado;Seca;Cruz;Semáforo;Cruzamento;(-38.4873086 -3.774905999999999);
TNE8655;2022-03-30 04:30:00;Rua Coronel Matos Dourado;;;ANTONIO BEZERRA;970357;Colisão Lateral;Via Iluminada;Nublado;Seca;Outros;Não há Controle;Longo da via;(-38.58517939046489 -3.740402945222451);
WRS4960;2022-03-01 22:15:00;Avenida Jornalista Tomaz Coelho;;;JANGURUSSU;963608;Colisão Transversal;Via Iluminada;Bom;Seca;Não informado;Não há Controle;Longo da via;(-38.5140682816827 -3.828337018462082);
HKZ9697;2022-03-30 22:30:00;Rua Santa Liduína;;;MONDUBIM;970385;Colisão Lateral;Não informado;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.58514145451726 -3.799336966959143);
WBW1731;2022-03-31 16:15:00;Avenida General Osório de Paiva;;;CANINDEZINHO;969698;Colisão Transversal;Luz do Dia;Bom;Seca;T;Pare;Longo da via;(-38.60887898905146 -3.811631866466874);
XCF8258;2022-03-31 11:20:00;Rua Pinto Madeira;RUA VINTE E CINCO DE MARCO;;CENTRO;969865;Colisão Transversal;Luz do Dia;Nublado;Não informado;Cruz;Pare;Longo da via;(-38.52287128862005 -3.730702853529315);
EQE4486;2022-02-19 11:45:00;Avenida João Pessoa;;;MONTESE;960531;Colisão Transversal;Luz do Dia;Chuva;Molhada;Duplo T;Semáforo;Longo da via;(-38.5582126 -3.7629816);
PEV0173;2022-02-19 15:00:00;Rua Cônego de Castro;RUA MAGNA;;PARQUE SANTA ROSA;969515;Colisão Transversal;Luz do Dia;Bom;Seca;T;Pare;Cruzamento;(-38.59703437937617 -3.811283950522966);
WLB1340;2022-02-19 19:20:00;AV SEN VIRGILIO TAVORA;RUA GAL TERTULIANO POTYGUARA;;ALDEOTA;969853;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.4956627 -3.7446995);
BVD8523;2022-03-31 15:00:00;Avenida Rogaciano Leite;;;JARDIM DAS OLIVEIRAS;970391;Atropelamento;Luz do Dia;Bom;Molhada;Outros;Outros;Longo da via;(-38.50211636112727 -3.782390379578265);
PLA7632;2022-02-19 10:40:00;RUA PDE MORORO;RUA SAO PAULO;;CENTRO;969888;Colisão Transversal;Luz do Dia;Bom;Molhada;Não informado;Semáforo;Cruzamento;(-38.5367463 -3.723015);
DKD2689;2022-02-19 12:20:00;RUA DR GILBERTO STUDART;RUA ALMEIDA PRADO;;COCO;969962;Colisão Transversal;Luz do Dia;Nublado;Molhada;Cruz;Pare;Cruzamento;(-38.4756797 -3.7453338);
ZPI9572;2022-02-18 12:00:00;Avenida Desembargador Moreira;RUA TOMAS ACIOLI;;DIONISIO TORRES;969916;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.50199298936489 -3.74760227044921);
XQU7242;2022-02-19 10:50:00;Avenida Dioguinho;;;PRAIA DO FUTURO I;969965;Colisão Traseira;Luz do Dia;Nublado;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.44855107026357 -3.750612545240541);
PNQ3943;2022-02-18 20:00:00;Rua Padre Pedro de Alencar;;;MESSEJANA;969397;Colisão Transversal;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.49452032877662 -3.845368337405741);
CTI4315;2022-02-18 08:00:00;Avenida Governador Raul Barbosa;;;AEROLANDIA;969310;Choque c/ Obstáculo Fixo;Amanhecer;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.51043120156692 -3.769463432598408);
LHU8202;2022-02-08 23:00:00;Rua Professor Costa Mendes;RUA FRANCISCA CLOTILDE;;RODOLFO TEOFILO;969176;Colisão Transversal;Via Iluminada;Chuva;Molhada;Cruz;Pare;Longo da via;(-38.5560984931928 -3.746392503573384);
GJN7348;2022-02-18 12:00:00;Avenida Governador Raul Barbosa;;;SAO JOAO DO TAUAPE;966744;Colisão Lateral;Luz do Dia;Bom;Seca;T;Não há Controle;Longo da via;(-38.50463226075059 -3.759255558530466);
IBH2358;2022-02-20 05:25:00;Avenida General Osório de Paiva;;;CANINDEZINHO;959859;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.60728041171402 -3.810047509645097);
TGJ2263;2022-02-17 18:40:00;Avenida Santos Dumont;AV SEN VIRGILIO TAVORA;;VARJOTA;970045;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.49377468991806 -3.737709968364702);
KPC9984;2022-02-20 22:15:00;Avenida Rogaciano Leite;;;CIDADE DOS FUNCIONRAIOS;960520;Queda;Anoitecer;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.50337163260046 -3.786544090585179);
EDF7451;2022-02-17 16:39:00;Rua Professor Dias da Rocha;RUA MARCOS MACEDO;;VARJOTA;970006;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.4919002 -3.7361614);
EPU9330;2022-02-21 00:30:00;Avenida Antônio Sales;;;ALDEOTA;968828;Colisão;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.49711672352351 -3.747131210979614);
EWE5574;2022-02-21 00:30:00;Avenida General Osório de Paiva;;;PARQUE SAO JOSE;969804;Colisão Lateral;Não informado;Bom;Não informado;Não informado;Não informado;Longo da via;(-38.588891174979 -3.791131348782451);
WXX8887;2022-02-18 00:30:00;Avenida Dioguinho;;;PRAIA DO FUTURO I;969844;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Não informado;Não informado;Longo da via;(-38.4473673 -3.753054);
VTC6635;2022-02-20 09:30:00;Avenida Desembargador Moreira;RUA ISAC AMARAL;;ALDEOTA;969823;Colisão Transversal;Luz do Dia;Nublado;Não informado;Cruz;Semáforo;Cruzamento;(-38.5037848 -3.7529829);
