COD_ACIDENTE;DATA;LOG1;LOG2;NUMERO;BAIRRO;AMC;NATUREZA;ILUMINACAO;TEMPO;SUPERFICIEPISTA;TIPOCRUZAMENTO;CONTROLETRAFEGO;USOSOLO;COORDENADAS
LKR0629;2022-07-01 01:00:00;Rua Coronel Matos Dourado;;;ANTONIO BEZERRA;970945;Colisão Transversal;Não informado;Nublado;Seca;Cruz;Semáforo;Longo da via;(-38.58515217590386 -3.74202247445244);
LOK4348;2022-06-30 10:10:00;Rua General Mário Hermes;RUA CESAR CORREIA;;ALVARO WEYNE;971013;Colisão Transversal;Não informado;Bom;Seca;Cruz;Pare;Longo da via;(-38.57450917944141 -3.715117978810057);
HVM7338;2022-06-04 16:25:00;AV ALANIS MARIA LAURINDO DE OLIVEIRA;AV G CJ CEARA;;CONJUNTO CEARA I;970591;Colisão Transversal;Luz do Dia;Nublado;Seca;Cruz;Não informado;Cruzamento;(-38.611783 -3.7727959);
QPB1449;2022-06-05 01:05:00;Avenida Presidente Costa e Silva;;;PREFEITO JOSE VALTER;960904;Colisão Traseira;Mal Iluminada;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.5503326 -3.8234508);
LJE0186;2022-06-03 19:20:00;Avenida Duque de Caxias;;;CENTRO;970871;Atropelamento;Luz do Dia;Nublado;Seca;Meio de quadra;Outros;Longo da via;(-38.5266805 -3.7329464);
LZF7550;2022-06-03 12:35:00;Rua Vicente Leite;RUA HENRIQUETA GALENO;;ALDEOTA;970857;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.49817660000001 -3.7457393);
VCY2589;2022-06-03 20:30:00;Rua Crisanto Moreira da Rocha;RUA DOS AMIGOS (CAMBEBA);;CAMBEBA;970603;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;T;Não há Controle;Cruzamento;(-38.48209660317893 -3.804850574656701);
MVQ9524;2022-06-03 16:50:00;RUA SOLON ONOFRE;RUA CARLOS BARBOSA;;PAPICU;970601;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Não há Controle;Cruzamento;(-38.4739397 -3.7365627);
MXA7288;2022-06-03 09:15:00;AV DR SILAS MUNGUBA;RUA DES OTACILIO PEIXOTO;;PASSARE;970327;Queda;Luz do Dia;Bom;Seca;T;Semáforo;Cruzamento;(-38.5303616 -3.8004015);
UER8123;2022-06-03 13:00:00;Avenida Heráclito Graça;;;CENTRO;970161;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.51030617039663 -3.738268604707366);
WTR7216;2022-06-03 16:30:00;Rua Mozart Firmeza;RUA MOZART FIRMEZA;;;969472;Colisão Transversal;Luz do Dia;Bom;Seca;T;Não há Controle;Cruzamento;(-38.57657452372818 -3.767461478267609);
OSZ7916;2022-06-02 17:30:00;Rua Guimarães Passos;;;PICI;970352;Choque c/ Obstáculo Fixo;Luz do Dia;Nublado;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.58315661890794 -3.746788622115152);
FMN7687;2022-06-02 16:30:00;AV FREI CIRILO;;;MESSEJANA;969646;Engavetamento;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.49556102446692 -3.821683900137093);
IOB3632;2022-06-01 14:25:00;Rua Frei Humberto;;;FARIAS BRITO;970870;Colisão Lateral;Luz do Dia;Bom;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.54297176532343 -3.730526202852944);
HEC9606;2022-06-01 16:10:00;AV PRE CASTELO BRANCO;;;PIRAMBU;970825;Atropelamento;Luz do Dia;Nublado;Seca;Meio de quadra;Semáforo;Longo da via;(-38.55842665648219 -3.711260360260455);
GAM5396;2022-06-01 21:11:00;RUA ANTENOR ROCHA ALEXANDRE;RUA JOAO REGINO;;PARQUE MANIBURA;970565;Colisão Transversal;Via Iluminada;Nublado;Molhada;Cruz;Pare;Cruzamento;(-38.48281739999999 -3.7921514);
IND9409;2022-06-01 10:20:00;RUA PDE PEDRO DE ALENCAR;;;MESSEJANA;970637;Colisão Lateral;Luz do Dia;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.49468127562678 -3.847798296754464);
GCL4384;2022-06-01 12:00:00;Avenida General Murilo Borges;;;ENGENHEIRO LUCIANO CAVALCANTE;970326;Colisão Lateral;Luz do Dia;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.4980672 -3.7672671);
NVS0410;2022-06-01 07:10:00;Rua Vitória;RUA PORTO ALEGRE;;HENRIQUE JORGE;969581;Colisão Transversal;Amanhecer;Chuva;Molhada;Cruz;Pare;Cruzamento;(-38.5869471 -3.7621938);
WQK1227;2022-06-01 23:20:00;Avenida Deputado Paulino Rocha;;;CASTELAO;967545;Atropelamento;Anoitecer;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.52300839999999 -3.809426);
GTK4225;2022-05-18 08:10:00;AV GAL OSORIO DE PAIVA;RUA LEONEL CHAVES;;PARANGABA;970681;Colisão Transversal;Não informado;Nublado;Molhada;T;Pare;Cruzamento;(-38.5672056 -3.7760666);
KBA2956;2022-05-18 17:00:00;RUA JUVENCIO VASCONCELOS;AV ALM HENRIQUE SABOIA;;MUCURIPE;970428;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.4805039 -3.7243496);
HKE2782;2022-05-18 09:20:00;RUA AZEVEDO BOLAO;RUA ERICO MOTA;;PARQUELANDIA;970309;Colisão Transversal;Luz do Dia;Nublado;Não informado;Cruz;Semáforo;Cruzamento;(-38.5625234 -3.737647299999999);
EIU0077;2022-05-18 08:50:00;Rua 15 de Novembro;RUA BAR CANINDE;;MONTESE;970248;Colisão Transversal;Amanhecer;Chuva;Molhada;Não informado;Semáforo Danificado;Cruzamento;(-38.5567768 -3.7686194);
FZU4195;2022-05-19 00:10:00;RUA FRANCISCO HOLANDA;RUA LEONARDO MOTA;;ALDEOTA;960886;Colisão Traseira;Via Iluminada;Bom;Seca;T;Pare;Cruzamento;(-38.5006138 -3.7499637);
AAS7045;2022-05-17 12:25:00;AV DA UNIVERSIDADE;;;BENFICA;970682;Colisão Transversal;Não informado;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.54319172945134 -3.745477147878757);
RTG6653;2022-05-17 22:20:00;Avenida Governador Raul Barbosa;;;SAO JOAO DO TAUAPE;968467;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5043730977829 -3.756896860867859);
DCZ8065;2022-05-17 18:30:00;Avenida Sargento Hermínio Sampaio;;;PRESIDENTE KENNEDY;967686;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.57007648418184 -3.728151368603656);
ZMH9452;2022-05-17 12:00:00;Avenida Rogaciano Leite;;;GUARARAPES;966677;Queda;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.49466517345872 -3.763666316908878);
CRV1643;2022-05-17 19:40:00;RUA ADELIA FEIJO;RUA INES BRASIL;;CASTELAO;965698;Colisão Transversal;Não informado;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5189931 -3.8035384);
ZVX2536;2022-05-16 13:30:00;Avenida Jornalista Tomaz Coelho;RUA MUCAMBINHO (MESSEJANA);;BARROSO;970777;Colisão Lateral;Luz do Dia;Bom;Seca;T;Semáforo;Cruzamento;(-38.5072284 -3.8304872);
KRH7108;2022-05-16 23:29:00;Rua Silva Paulet;RUA AFONSO CELSO;;ALDEOTA;970573;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5062692 -3.7371241);
GPC6647;2022-05-16 15:50:00;RUA ALEXANDRE BARAUNA;;;RODOLFO TEOFILO;970502;Colisão;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.55358257972938 -3.746338974026953);
TYW3987;2022-05-16 03:01:00;AV JOR TOMAS COELHO;;;MESSEJANA;TYW3987;Colisão Frontal;Via Iluminada;Bom;Seca;Outros;Não há Controle;Longo da via;(-38.50491998223625 -3.831148972422204);
ZFG7479;2022-05-16 23:00:00;RUA MAXIMINIANO DA FONSECA;RUA JOSE B PARENTE D59;;ENGENHEIRO LUCIANO CAVALCANTE;969948;Colisão Transversal;Via Iluminada;Bom;Seca;T;Pare;Cruzamento;(-38.4851014 -3.771302);
LER9664;2022-05-16 22:00:00;Avenida Frei Cirilo;;;MESSEJANA;969947;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.49733490157116 -3.817607217191372);
JNC2967;2022-05-17 01:00:00;Rua Cônego de Castro;;;PARQUE SANTA ROSA;969714;Choque c/ Obstáculo Fixo;Não informado;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.6004246840645 -3.816941581552968);
CWK4530;2022-05-16 10:00:00;Rua João Cordeiro;;;ALDEOTA;967202;Colisão Lateral;Luz do Dia;Nublado;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.51532892062342 -3.732624596471242);
NRC1506;2022-05-15 08:10:00;Rua Maranhão;;;PAN AMERICANO;970815;Colisão Transversal;Luz do Dia;Bom;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.5671449 -3.75462);
CQV7480;2022-06-15 14:05:00;RUA PDE PEDRO ALENCAR;;;MESSEJANA;970811;Colisão Transversal;Luz do Dia;Bom;Não informado;Duplo T;Semáforo;Longo da via;(-38.49418774259986 -3.835370105837667);
EHC9748;2022-05-15 08:00:00;Avenida Francisco Sá;;;CARLITO PAMPLONA;970760;Colisão Traseira;Amanhecer;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.55257943707647 -3.718984948457907);
DKL8064;2022-05-15 07:45:00;Rua Costa Barros;;;ALDEOTA;970587;Choque c/ Obstáculo Fixo;Amanhecer;Nublado;Molhada;Meio de quadra;Outros;Longo da via;(-38.50648832123947 -3.73203040899111);
EGK4811;2022-05-15 10:40:00;Avenida A;;;CONJUNTO CEARA I;970583;Choque c/ Obstáculo Fixo;Luz do Dia;Nublado;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.60349848761989 -3.768044936021539);
NBW4600;2022-05-15 16:00:00;Rua Mozart Pinto;RUA DEMOCRITO ROCHA;;MONTE CASTELO;969713;Colisão Lateral;Luz do Dia;Bom;Seca;T;Pare;Cruzamento;(-38.5519161 -3.7259928);
XPO4878;2022-05-15 03:35:00;AV DOM LUIS;;;ALDEOTA;967606;Colisão Frontal;Via Iluminada;Bom;Não informado;Não informado;Não há Controle;Longo da via;(-38.49494413257941 -3.734096680838845);
ZHM7997;2022-05-14 13:30:00;AV ROGACIANO LEITE;AV JOSE LEON;;CIDADE DOS FUNCIONRAIOS;970776;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.50352850000001 -3.7873774);
ZJN6266;2022-05-14 12:40:00;Avenida General Osório de Paiva;;;VILA PERY;970586;Colisão Lateral;Luz do Dia;Bom;Seca;Outros;Outros;Longo da via;(-38.58690098597683 -3.789022390624842);
MYV8472;2022-05-14 07:50:00;AV PDE ANTONIO TOMAS;AV SEN VIRGILIO TAVORA;;ALDEOTA;970324;Colisão Transversal;Amanhecer;Bom;Molhada;Cruz;Semáforo;Cruzamento;(-38.4947063 -3.7417463);
CVH9835;2022-05-13 11:20:00;AV ALM MAXIMINIANO DA FONSECA;RUA JOSE B PARENTE D59;;ENGENHEIRO LUCIANO CAVALCANTE;970759;Colisão Lateral;Luz do Dia;Chuva;Molhada;T;Pare;Cruzamento;(-38.48506114126842 -3.771424483577706);
IRN2845;2022-05-13 10:30:00;Rua Ataúlfo Alves;RUA MON JOAO LUIS SANTIAGO;;JARDIM DAS OLIVEIRAS;970727;Colisão Transversal;Luz do Dia;Bom;Molhada;Cruz;Pare;Cruzamento;(-38.4981938 -3.786758399999999);
BLO3389;2022-05-13 09:30:00;Rua Luiza Miranda Coelho;RUA MARIA ALICE FERRAZ;;ENGENHEIRO LUCIANO CAVALCANTE;970726;Colisão Transversal;Luz do Dia;Nublado;Molhada;Cruz;Pare;Cruzamento;(-38.4912583 -3.773766599999999);
YIT8347;2022-05-13 04:40:00;Avenida Américo Barreira;;;DAMAS;968972;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.55676368431261 -3.756204414071794);
KLP7200;2022-05-12 21:40:00;RUA ARMANDO MONTEIRO;RUA ALBERTO MONTEZUMA;;VILA UNIAO;970801;Colisão Frontal;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5327846 -3.7647795);
BVZ9554;2022-05-12 20:00:00;RUA MARIA ALMEIDA;RUA AQUIRAZ;;MESSEJANA;970765;Colisão Lateral;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.4850852 -3.8407438);
HTG5489;2022-05-12 17:30:00;RUA JOAO LUIS SANTIAGO;RUA ATAULFO ALVES;;JARDIM DAS OLIVEIRAS;970507;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.4981938 -3.786758399999999);
ELU9836;2022-05-12 11:12:00;RUA MAJ WEYNE;RUA CARLOS CAMARA;;JARDIM AMERICA;970323;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5444969 -3.748592399999999);
NBD8989;2022-05-12 15:45:00;Rua Francisco Lorda;RUA JOAO ARARIPE;;VILA UNIAO;970187;Colisão Traseira;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.533311 -3.7614871);
QZU7910;2022-05-12 19:10:00;AV PONTES VIEIRA;AV DES MOREIRA;;ALDEOTA;969711;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.5032459 -3.7514672);
BFV1435;2022-05-13 00:00:00;Avenida Frei Cirilo;;;MESSEJANA;969553;Colisão Traseira;Mal Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.4979833 -3.8161503);
MHB6276;2022-05-11 23:30:00;Rua Urucutuba;;;GRANJA LISBOA;970791;Colisão Lateral;Via Iluminada;Nublado;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.60881999312038 -3.797683003229208);
VZD2044;2022-05-11 13:40:00;Avenida Monsenhor Tabosa;;;MEIRELES;970786;Colisão Lateral;Luz do Dia;Nublado;Seca;Meio de quadra;Semáforo;Longo da via;(-38.5050968 -3.7247035);
UIC1380;2022-05-11 20:30:00;RUA LEAO DO NORTE;;;VILA PERY;969204;Queda;Luz do Dia;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.57616142530361 -3.784756284423375);
DXW6918;2022-05-11 23:00:00;Avenida General Osório de Paiva;;;PARANGABA;968829;Atropelamento;Via Iluminada;Nublado;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.59062389208948 -3.792833499077297);
LEX8855;2022-05-11 05:00:00;Rua M;;;CAJAZEIRAS;960893;Colisão Frontal;Via Iluminada;Bom;Seca;Meio de quadra;Pare;Longo da via;(-38.5168723 -3.8100836);
EMV7814;2022-05-19 16:15:00;Avenida Almirante Henrique Sabóia;RUA JUVENCIO VASCONCELOS;;VICENTE PINZON;964626;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo Danificado;Longo da via;(-38.4805039 -3.7243496);
VHC3968;2022-05-10 16:20:00;AV DOMINGOS OLIMPIO;;;CENTRO;970731;Colisão Traseira;Luz do Dia;Nublado;Seca;Meio de quadra;Semáforo;Longo da via;(-38.5325004246134 -3.736162947823283);
ASS5944;2022-05-19 19:20:00;Rua Costa Barros;RUA ISAC MEYER;;ALDEOTA;969554;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Longo da via;(-38.5116856 -3.7303207);
PLJ5158;2022-05-10 10:00:00;Avenida A;AV F CJ ESPERANCA;;CONJUNTO ESPERANCA;970664;Colisão Transversal;Luz do Dia;Nublado;Seca;Cruz;Não há Controle;Cruzamento;(-38.5888593 -3.817864699999999);
WNB8732;2022-05-19 10:40:00;Avenida Alberto Craveiro;;;CASTELAO;969582;Colisão Lateral;Luz do Dia;Bom;Seca;Rotatória;Pare;Longo da via;(-38.5243277 -3.8071117);
PSE3177;2022-05-10 15:10:00;Avenida João Pessoa;RUA OSCAR BEZERRA ARAUJO;;DAMAS;970083;Colisão Transversal;Luz do Dia;Nublado;Seca;T;Pare;Cruzamento;(-38.557493 -3.7616558);
FBS8183;2022-05-19 11:03:00;Avenida da Abolição;AV BAR STUDART;;MEIRELES;969699;Colisão Traseira;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.50315705178527 -3.724967710599216);
OVH8391;2022-05-10 20:30:00;Avenida Coronel Carvalho;;;JARDIM IRACEMA;960885;Colisão Traseira;Mal Iluminada;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.58779683487382 -3.718203392367364);
TKV7150;2022-05-19 18:25:00;Avenida Frei Cirilo;;;MESSEJANA;970515;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.49695045575935 -3.81850250843801);
SBB8794;2022-05-08 17:20:00;Rua Padre Pedro de Alencar;;;MESSEJANA;970427;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.49420920754389 -3.841086453857262);
CBB1003;2022-05-21 01:15:00;Avenida Barão de Studart;RUA DOM EXPEDITO LOPES;;ALDEOTA;966704;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.5091275 -3.7425206);
HSE0981;2022-05-09 23:30:00;Rua Professor Heribaldo Costa;;;HENRIQUE JORGE;968859;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Cruzamento;(-38.58322635868811 -3.758939738809747);
HDQ3702;2022-05-20 18:10:00;Rua Érico Mota;;;PARQUELANDIA;968824;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.56248751074037 -3.73782037413814);
IQI3711;2022-05-09 21:48:00;Avenida Edilson Brasil Soares;RUA 30 DE JUNHO UI 301;;EDSON QUEIROZ;968466;Colisão Traseira;Via Iluminada;Bom;Seca;Outros;Não há Controle;Cruzamento;(-38.4734341 -3.7888626);
ZGF6539;2022-05-09 10:55:00;RUA SEN ALENCAR;RUA PRC ISABEL;;CENTRO;960535;Colisão Lateral;Não informado;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5343832 -3.722819799999999);
SJY7424;2022-05-20 11:00:00;Avenida Godofredo Maciel;;;MARAPONGA;969268;Colisão Lateral;Não informado;Bom;Não informado;Meio de quadra;Não informado;Longo da via;(-38.57198789810815 -3.80348323668983);
NEK0763;2022-05-08 22:00:00;Rua Diogo Correia;;;JOAO XXIII;970740;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Duplo T;Não informado;Longo da via;(-38.59069899488022 -3.769795306935268);
XXG1408;2022-05-08 12:07:00;Rua Ildefonso Albano;RUA PEREIRA FILGUEIRAS;;ALDEOTA;970574;Colisão Transversal;Luz do Dia;Nublado;Molhada;Cruz;Semáforo;Cruzamento;(-38.51173325853771 -3.728804442388657);
VIG5686;2022-05-20 07:30:00;Rua 25 de Maio;RUA AMELIA CONDE;;MONDUBIM;970620;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Não há Controle;Longo da via;(-38.587185 -3.8221631);
SLE4762;2022-05-08 17:00:00;Via Expressa;;;PAPICU;969967;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.49094227063015 -3.745691266255688);
CWF3130;2022-05-20 10:35:00;Rua Gomes Brasil;;;PARANGABA;970762;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.56959535875824 -3.771152912530559);
GMK9770;2022-05-08 05:45:00;Avenida Francisco Sá;AV PASTEUR;;CARLITO PAMPLONA;969437;Colisão Transversal;Via Iluminada;Chuva;Molhada;Cruz;Semáforo;Cruzamento;(-38.5605801 -3.7163231);
XHC1728;2022-05-21 18:50:00;Rua Doutor Miguel Couto;RUA COPERNICO;;PAUPINA;970457;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.49053994422366 -3.839157592107113);
OHY6780;2022-05-21 15:05:00;Avenida Sargento Hermínio Sampaio;RUA ERETIDES MARTINS;;VILA ELLERY;970503;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.5604807 -3.7263496);
HUO0642;2022-05-21 11:30:00;Rua 15 de Novembro;RUA BAR CANINDE;;MONTESE;970589;Colisão Transversal;Luz do Dia;Chuva;Molhada;Cruz;Semáforo;Longo da via;(-38.5567768 -3.7686194);
ENT5718;2022-05-21 09:40:00;Avenida General Osório de Paiva;RUA NAPOLEAO QUEZADO;;PARANGABA;970763;Colisão Traseira;Luz do Dia;Nublado;Molhada;Cruz;Semáforo;Longo da via;(-38.56818989621714 -3.776693045459245);
TVK5955;2022-05-21 21:50:00;Rua Almirante Jaceguai;;;PRAIA DE IRACEMA;970803;Colisão Lateral;Não informado;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.51932004553617 -3.722055627448409);
RVE0478;2022-05-22 14:45:00;Rua Eduardo Bezerra;RUA CAP GUSTAVO;;SAO JOAO DO TAUAPE;966707;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo Danificado;Longo da via;(-38.5169582 -3.7541403);
OCQ2710;2022-05-22 15:08:00;Avenida Lineu Machado;;;JOQUEI CLUBE;969697;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.57456818257306 -3.761325111623455);
UYI4042;2022-05-23 10:00:00;Rua Dona Leopoldina;RUA PINTO MADEIRA;;CENTRO;967284;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.5196795070997 -3.73172327814278);
FQO4446;2022-05-23 15:30:00;Avenida da Abolição;RUA OSVALDO CRUZ;;MEIRELES;970504;Colisão Lateral;Luz do Dia;Nublado;Molhada;Cruz;Semáforo;Longo da via;(-38.49730983593032 -3.726718167709627);
WEE2687;2022-05-23 23:11:00;Rua Álvaro Garrido;;;BARRA DO CEARA;970694;Colisão Lateral;Via Iluminada;Nublado;Molhada;Meio de quadra;Outros;Longo da via;(-38.58381644391321 -3.712826829773424);
KCN7982;2022-05-23 21:40:00;Rua Capitão Vasconcelos;;;ALTO DA BALANCA;970758;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.51758197915625 -3.762518799242708);
KMK9268;2022-05-23 17:00:00;Rua Benjamim Brasil;;;MARAPONGA;970826;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.57164458021349 -3.803333363805041);
NDP4051;2022-05-23 13:40:00;Rua Barbosa de Freitas;RUA REPUBLICA DO LIBANO;;ALDEOTA;970851;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.4957763 -3.7315885);
EQH8753;2022-05-24 08:20:00;Rua Benjamim Brasil;;;PARQUE DOIS IRMAOS;969409;Choque c/ Obstáculo Fixo;Amanhecer;Chuva;Molhada;Meio de quadra;Semáforo;Longo da via;(-38.55571762348801 -3.809494188395298);
LDX4775;2022-05-24 14:45:00;Rua Alberto Magno;;;JARDIM AMERICA;969821;Colisão Traseira;Luz do Dia;Nublado;Seca;Meio de quadra;Não informado;Longo da via;(-38.54082063542918 -3.754425243990641);
PVJ5885;2022-05-24 08:30:00;Rua Benjamim Brasil;;;JARDIM CEARENSE;970031;Queda;Não informado;Chuva;Molhada;Meio de quadra;Semáforo;Longo da via;(-38.5556786 -3.8094858);
ABM4269;2022-05-24 23:45:00;Avenida Presidente Castelo Branco;;;MOURA BRASIL;970217;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.53998912269383 -3.716975518171804);
QKR6588;2022-05-25 00:20:00;Avenida Tristão Gonçalves;RUA SEN ALENCAR;;CENTRO;970590;Colisão Lateral;Via Iluminada;Nublado;Seca;Cruz;Semáforo;Longo da via;(-38.53216246270441 -3.723597319728106);
CFU8919;2022-05-24 22:00:00;Avenida Augusto dos Anjos;RUA SEIXAS CORREIA;;PARANGABA;970792;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.578429 -3.7793644);
FGN2125;2022-05-07 10:00:00;Avenida Presidente Costa e Silva;;;JANGURUSSU;970286;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5503326 -3.8234508);
MUV0184;2022-05-07 23:30:00;Avenida Deputado Paulino Rocha;;;CAJAZEIRAS;970014;Engavetamento;Via Iluminada;Bom;Seca;Não informado;Semáforo;Longo da via;(-38.50812450650569 -3.805931379809331);
HST0869;2022-05-07 11:00:00;Rua Marcos Macêdo;AV SEN VIRGILIO TAVORA;;VARJOTA;969913;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.492822 -3.7358345);
TPM3166;2022-05-08 01:28:00;Avenida Castelo de Castro;;;CONJUNTO PALMEIRAS;960903;Choque c/ Obstáculo Fixo;Via Iluminada;Nublado;Seca;Não informado;Semáforo;Longo da via;(-38.521557 -3.8293873);
TPM3166;2022-05-06 21:30:00;AV GODOFREDO MACIEL;RUA MOREIRA DA ROCHA;;MARAPONGA;970693;Colisão Transversal;Via Iluminada;Bom;Seca;Não informado;Pare;Cruzamento;(-38.5737398 -3.8084944);
IEH7621;2022-05-06 19:18:00;Rua Rosinha Sampaio;;;QUINTINO CUNHA;970582;Colisão Lateral;Luz do Dia;Nublado;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.59294131974004 -3.725558557176823);
HJW8897;2022-05-06 18:32:00;RUA ANTONIO POMPEU;RUA RUBIA SAMPAIO;;FARIAS BRITO;970581;Colisão Lateral;Luz do Dia;Nublado;Seca;Não informado;Pare;Cruzamento;(-38.5405808 -3.7316428);
EKC3370;2022-05-06 12:14:00;Avenida Duque de Caxias;;;CENTRO;970308;Colisão Traseira;Luz do Dia;Nublado;Molhada;Meio de quadra;Semáforo;Longo da via;(-38.5349657 -3.7301613);
JDS7749;2022-05-06 04:15:00;Avenida Humberto Monte;;;PARQUELANDIA;969436;Capotamento;Via Iluminada;Chuva;Molhada;Meio de quadra;Semáforo;Longo da via;(-38.5679321 -3.7400837);
ZKH2712;2022-05-06 15:00:00;AV BR DE STUDART;RUA EDUARDO SALGADO;;ALDEOTA;968732;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Não há Controle;Cruzamento;(-38.5066742 -3.7346642);
DVN9208;2022-05-06 16:53:00;AV RUI BARBOSA;RUA JULIO SIQUEIRA;;JOAQUIM TVORA;968628;Colisão Transversal;Não informado;Nublado;Seca;Cruz;Pare;Cruzamento;(-38.5133457 -3.7480984);
NSY5121;2022-05-24 16:15:00;Rua Belos Portos;RUA SAO TOMAZ DE AQUINO;;PASSARE;970821;Colisão Transversal;Luz do Dia;Nublado;Molhada;Cruz;Pare;Longo da via;(-38.52621868671753 -3.815847659820439);
NBP0573;2022-05-06 08:30:00;Avenida Alberto Craveiro;;;CASTELAO;955103;Choque c/ Obstáculo Fixo;Amanhecer;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.51973847224392 -3.80074470705356);
QHJ1379;2022-05-05 11:00:00;Rua Vicente Linhares;;;ALDEOTA;970706;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.50111320721462 -3.741922775171976);
