COD_ACIDENTE;MORTOS;FERIDOS;ILESOS
LDK8230;1;1;0;
LDK8230;1;0;0;
FYY7678;1;0;0;
FYY7678;1;0;0;
OHJ9938;1;0;0;
OHJ9938;1;0;0;
AHR6636;1;0;0;
AHR6636;1;0;0;
JTL8890;1;0;1;
EGM0117;1;1;0;
TOK8170;1;0;0;
XHR8752;1;0;1;
QIM9289;1;0;0;
SQS0548;1;1;0;
WED6004;1;0;1;
XLF3164;1;0;1;
XLF3164;1;0;1;
XLF3164;2;0;1;
XLF3164;1;0;1;
HRB3876;1;1;0;
IXN3943;1;0;0;
JVP8360;1;0;1;
WFZ7522;1;0;0;
RJQ8710;1;0;0;
RJQ8710;1;0;0;
JZQ1835;1;0;0;
JZQ1835;1;0;0;
BOG6034;1;0;0;
QMG0604;1;1;0;
QMG0604;1;0;1;
HMU4651;1;0;1;
HMU4651;1;0;1;
HMU4651;1;1;0;
OZG4505;1;1;0;
OZG4505;1;1;0;
